# ID      zz        CTIO_U   eCTIO_U   VIMOS_U   eVIMOS_U   ACS_F435W   eACS_F435W   ACS_F606W   eACS_F606W   ACS_F775W   eACS_F775W   ACS_F814W   eACS_F814W   ACS_F850LP   eACS_F850LP   WFC3_F098M   eWFC3_F098M   WFC3_F105W   eWFC3_F105W   WFC3_F125W   eWFC3_F125W   WFC3_F160W   eWFC3_F160W   ISAAC_KS   eISAAC_KS   HAWKI_KS   eHAWKI_KS   IRAC_CH1   eIRAC_CH1   IRAC_CH2   eIRAC_CH2   IRAC_CH3   eIRAC_CH3   IRAC_CH4   eIRAC_CH4   flg1   flg2  
  14637   1.045     23.795   0.018     23.757    0.011      23.604      0.03         23.235      0.015        22.592      0.012        22.374      0.01         22.051       0.012         98.992       -99.0         21.883       0.007         21.646       0.004         21.472       0.004         21.163     0.022       21.125     0.003       20.739     0.006       21.01      0.006       21.327     0.035       21.362     0.041       0      0.03  
  14650   1.002     25.482   0.077     25.487    0.031      25.387      0.08         25.212      0.049        24.562      0.043        24.511      0.029        24.233       0.039         98.992       -99.0         24.12        0.022         24.0         0.015         23.961       0.018         23.932     0.142       23.661     0.021       23.514     0.075       23.758     0.067       25.263     1.19        24.31      0.568       0      0.0   
  14773   1.03603   25.571   0.079     25.614    0.034      25.497      0.152        25.166      0.046        24.548      0.044        24.339      0.029        24.114       0.048         98.992       -99.0         23.79        0.013         23.639       0.028         23.435       0.03          98.997     -99.0       23.146     0.025       22.428     0.033       22.622     0.03        22.616     0.189       23.829     0.598       0      0.0   
  14782   1.0887    23.712   0.017     23.654    0.011      23.573      0.03         23.419      0.014        22.981      0.018        22.87       0.018        22.578       0.017         98.992       -99.0         22.538       0.007         22.444       0.007         22.368       0.008         22.392     0.042       22.194     0.01        21.985     0.018       22.291     0.023       22.493     0.097       22.461     0.1         0      0.0   
  15122   1.09803   24.751   0.04      24.694    0.02       24.568      0.015        24.033      0.006        23.388      0.004        23.199      0.016        22.781       0.004         98.992       -99.0         22.572       0.003         22.309       0.002         22.075       0.002         21.604     0.014       21.641     0.004       21.192     0.009       21.473     0.009       21.851     0.046       21.962     0.055       0      0.0   
  15154   1.073     29.095   2.564     28.029    0.281      27.215      0.286        26.333      0.085        25.253      0.038        24.843      0.042        24.399       0.03          98.992       -99.0         24.066       0.022         23.835       0.019         23.562       0.018         23.772     0.078       23.438     0.014       22.77      0.036       23.236     0.069       24.901     0.999       23.914     0.455       0      0.0   
  15300   1.03806   25.005   0.051     24.934    0.022      24.883      0.06         24.888      0.041        24.442      0.04         24.434      0.027        24.261       0.043         98.992       -99.0         24.088       0.028         23.973       0.017         23.909       0.019         23.751     0.138       23.726     0.02        23.488     0.06        23.91      0.071       23.518     0.227       24.435     0.605       0      0.0   
  15336   1.036     29.284   0.789     98.967    -99.0      28.267      0.46         25.767      0.03         24.241      0.009        24.041      0.05         23.37        0.007         98.992       -99.0         22.887       0.005         22.357       0.002         21.86        0.001         20.852     0.007       20.897     0.002       20.126     0.004       20.323     0.004       20.598     0.017       20.514     0.017       0      0.03  
  15585   1.08757   24.438   0.033     24.394    0.016      24.327      0.012        24.245      0.007        23.917      0.006        23.824      0.022        23.588       0.008         98.992       -99.0         23.532       0.007         23.441       0.004         23.415       0.004         23.316     0.066       23.234     0.015       23.058     0.046       23.341     0.054       23.709     0.278       23.481     0.246       0      0.0   
  15704   1.09384   23.991   0.024     23.957    0.013      23.879      0.009        23.787      0.005        23.422      0.004        23.352      0.021        23.078       0.005         98.992       -99.0         22.999       0.005         22.972       0.003         22.96        0.003         22.823     0.048       22.813     0.015       22.623     0.035       22.97      0.037       23.137     0.164       23.592     0.266       0      0.0   
  15746   1.094     24.713   0.037     24.708    0.019      24.695      0.052        24.531      0.031        24.138      0.032        24.014      0.022        23.65        0.027         98.992       -99.0         23.608       0.016         23.578       0.011         23.564       0.013         23.703     0.115       23.427     0.017       23.2       0.058       23.52      0.05        27.318     8.436       24.449     0.665       0      0.01  
  15753   1.086     25.016   0.053     24.905    0.022      24.857      0.019        24.56       0.009        23.941      0.006        23.893      0.024        23.441       0.007         98.992       -99.0         23.308       0.005         23.109       0.003         22.952       0.003         22.605     0.029       22.66      0.007       22.336     0.022       22.684     0.026       23.205     0.159       23.339     0.197       0      0.01  
  15775   1.097     25.218   0.065     25.229    0.028      25.146      0.029        24.175      0.008        23.322      0.004        23.116      0.014        22.694       0.005         98.992       -99.0         22.403       0.003         21.981       0.002         21.686       0.001         20.966     0.007       21.035     0.002       20.468     0.004       20.687     0.005       20.981     0.024       20.839     0.022       0      0.03  
  15870   1.023     23.839   0.025     23.826    0.014      23.696      0.029        23.383      0.015        22.915      0.015        22.875      0.011        22.71        0.016         98.992       -99.0         22.608       0.009         22.391       0.005         22.342       0.006         22.216     0.031       22.114     0.005       21.779     0.039       21.822     0.025       22.248     0.144       22.102     0.156       0      0.03  
  15924   1.021     23.64    0.02      23.637    0.012      23.482      0.026        23.262      0.014        22.855      0.014        22.862      0.011        22.695       0.016         98.992       -99.0         22.623       0.008         22.416       0.005         22.447       0.006         22.208     0.031       22.124     0.005       21.395     0.025       21.96      0.026       21.974     0.106       22.089     0.147       0      0.03  
  15959   1.02284   24.48    0.034     24.431    0.017      24.368      0.054        24.081      0.024        23.425      0.02         23.366      0.019        23.034       0.019         98.992       -99.0         22.902       0.012         22.744       0.009         22.616       0.01          98.997     -99.0       22.329     0.009       21.965     0.014       22.282     0.013       22.625     0.12        22.726     0.14        0      0.0   
  15967   1.032     25.78    0.096     25.617    0.033      25.784      0.133        24.564      0.036        23.677      0.024        23.531      0.019        23.13        0.021         98.992       -99.0         22.836       0.01          22.44        0.006         22.195       0.005         98.997     -99.0       21.664     0.004       21.09      0.006       21.317     0.005       21.573     0.046       21.615     0.051       0      0.03  
  15988   1.042     24.703   0.04      24.723    0.019      24.604      0.053        24.237      0.025        23.534      0.025        23.37       0.019        23.048       0.02          98.992       -99.0         98.993       -99.0         22.664       0.021         22.563       0.023         98.997     -99.0       22.351     0.011       21.938     0.015       22.217     0.015       22.165     0.1         22.693     0.17        0      0.0   
  15991   1.03399   26.296   0.151     26.187    0.049      25.903      0.122        25.571      0.069        24.823      0.05         24.622      0.037        24.269       0.04          98.992       -99.0         24.046       0.02          23.961       0.016         23.821       0.016         23.984     0.161       23.632     0.021       23.236     0.049       23.517     0.043       24.967     0.939       23.625     0.298       0      0.0   
  16048   1.033     25.014   0.052     24.977    0.023      24.992      0.078        24.247      0.031        23.376      0.022        23.242      0.017        22.85        0.018         98.992       -99.0         22.666       0.01          22.426       0.006         22.241       0.006         21.985     0.029       21.908     0.005       21.544     0.015       21.759     0.012       22.179     0.085       22.147     0.093       0      0.01  
  16049   1.047     23.895   0.023     23.858    0.013      23.755      0.011        23.309      0.004        22.581      0.003        22.454      0.011        22.11        0.003         98.992       -99.0         21.943       0.002         21.706       0.001         21.516       0.001         21.059     0.012       21.031     0.003       20.331     0.005       20.515     0.004       20.789     0.022       20.708     0.022       0      0.0   
  16123   1.04112   25.431   0.071     25.328    0.028      25.212      0.101        24.76       0.049        24.037      0.035        23.906      0.02         23.526       0.027         98.992       -99.0         23.354       0.014         23.08        0.008         22.964       0.009         22.747     0.054       22.624     0.008       22.199     0.018       22.468     0.015       22.834     0.134       22.908     0.157       0      0.02  
  16236   1.069     24.266   0.027     24.281    0.015      23.929      0.041        23.742      0.018        23.327      0.023        23.204      0.024        22.929       0.02          98.992       -99.0         98.993       -99.0         98.994       -99.0         22.574       0.026         98.997     -99.0       22.709     0.021       22.433     0.028       22.634     0.026       22.549     0.176       23.067     0.312       0      0.0   
  16275   1.01678   24.495   0.03      24.475    0.017      24.409      0.044        24.293      0.026        23.778      0.025        23.725      0.016        23.517       0.022         98.992       -99.0         23.429       0.012         23.312       0.01          23.283       0.011         23.098     0.044       23.056     0.009       22.798     0.032       23.407     0.051       23.376     0.221       23.76      0.356       0      0.01  
  16336   1.0357    27.211   0.416     26.818    0.097      98.971      -99.0        24.024      0.027        22.554      0.017        22.219      0.013        21.621       0.014         98.992       -99.0         98.993       -99.0         20.949       0.005         20.653       0.004         20.353     0.006       98.997     -99.0       19.757     0.005       20.056     0.004       20.637     0.058       20.902     0.067       0      0.03  
  16360   1.032     27.779   0.673     27.309    0.137      26.144      0.218        25.094      0.067        23.576      0.027        23.265      0.016        22.694       0.016         98.992       -99.0         22.326       0.008         22.061       0.005         21.739       0.004         21.386     0.016       21.292     0.002       20.836     0.005       21.152     0.005       21.673     0.049       22.171     0.083       0      0.23  
  16435   1.094     25.582   0.137     25.627    0.051      25.404      0.044        24.462      0.012        23.42       0.005        23.232      0.021        22.584       0.005         98.992       -99.0         22.2         0.003         21.815       0.002         21.434       0.001         20.7       0.007       20.74      0.002       20.182     0.004       20.382     0.004       20.774     0.021       20.763     0.023       0      0.03  
  16440   1.033     24.891   0.055     24.956    0.026      24.516      0.084        23.589      0.028        22.523      0.016        22.281      0.01         21.798       0.011         98.992       -99.0         21.505       0.006         21.152       0.003         20.819       0.003         20.273     0.008       20.173     0.001       19.606     0.002       19.746     0.001       20.099     0.013       20.141     0.015       0      0.03  
  16455   1.087     22.892   0.011     22.884    0.008      22.627      0.005        22.33       0.002        21.838      0.002        21.701      0.007        21.372       0.002         98.992       -99.0         21.232       0.002         21.028       0.001         20.862       0.001         20.633     0.009       20.573     0.002       20.142     0.005       20.405     0.005       20.773     0.027       20.849     0.031       0      0.0   
  16514   1.018     24.9     0.056     24.832    0.024      24.655      0.093        23.642      0.026        22.233      0.016        22.0        0.006        21.503       0.009         98.992       -99.0         21.269       0.004         21.014       0.003         20.769       0.003         20.306     0.004       20.304     0.001       20.019     0.002       20.302     0.003       20.7       0.017       21.023     0.026       0      0.03  
  16697   1.039     24.339   0.033     24.313    0.016      24.132      0.062        23.726      0.031        23.119      0.025        23.01       0.015        22.709       0.021         98.992       -99.0         22.578       0.011         22.399       0.007         22.232       0.008         22.007     0.027       21.957     0.007       21.47      0.011       21.697     0.009       21.977     0.08        21.93      0.083       0      0.0   
  16714   1.02688   25.592   0.098     25.583    0.038      25.392      0.102        24.876      0.051        24.063      0.036        23.921      0.025        23.512       0.024         98.992       -99.0         23.299       0.013         23.05        0.01          22.878       0.01          22.615     0.045       22.533     0.008       22.148     0.021       22.447     0.021       22.703     0.132       23.021     0.198       0      0.0   
  16854   1.03908   24.432   0.028     24.475    0.016      24.419      0.048        23.981      0.02         23.335      0.018        23.236      0.015        22.947       0.017         98.992       -99.0         98.993       -99.0         22.595       0.009         22.509       0.01          22.201     0.021       22.186     0.007       21.803     0.011       22.096     0.01        22.208     0.079       22.548     0.118       0      0.02  
  16871   1.053     25.513   0.084     25.507    0.037      98.971      -99.0        24.913      0.056        24.532      0.06         24.503      0.072        24.074       0.067         98.992       -99.0         98.993       -99.0         23.895       0.035         23.855       0.039         98.997     -99.0       24.385     0.187       23.641     0.106       23.871     0.106       24.747     1.257       99.0       -99.0       0      0.0   
  16921   1.076     98.967   -99.0     98.967    -99.0      27.438      0.252        26.287      0.057        24.988      0.02         24.857      0.086        24.155       0.017         98.992       -99.0         23.724       0.011         23.423       0.007         23.075       0.005         22.917     0.088       22.696     0.011       22.22      0.028       22.468     0.026       23.133     0.189       23.313     0.251       0      0.0   
  17026   1.022     25.875   0.134     25.771    0.046      25.524      0.03         25.224      0.014        24.629      0.01         24.536      0.044        24.165       0.012         98.992       -99.0         24.173       0.011         24.017       0.007         23.878       0.007         23.801     0.137       23.728     0.026       23.477     0.084       23.762     0.08        24.002     0.398       24.733     0.878       0      0.0   
  17062   1.024     28.489   1.111     27.384    0.146      28.41       1.446        26.403      0.123        25.176      0.066        24.912      0.048        24.332       0.039         98.992       -99.0         98.993       -99.0         23.836       0.022         23.536       0.02          23.196     0.045       23.028     0.014       22.549     0.022       22.818     0.019       22.983     0.155       23.023     0.176       0      0.0   
  17064   1.04      98.967   -99.0     30.849    3.58       28.408      1.404        26.112      0.11         24.717      0.071        24.383      0.026        23.729       0.029         98.992       -99.0         23.289       0.011         22.887       0.008         22.488       0.006         21.986     0.015       21.955     0.003       21.483     0.009       21.732     0.012       22.101     0.066       22.747     0.136       0      0.03  
  17098   1.049     24.92    0.052     24.848    0.022      24.78       0.014        24.617      0.007        24.077      0.005        23.979      0.021        23.662       0.007         98.992       -99.0         23.588       0.006         23.494       0.004         23.444       0.004         23.289     0.078       23.28      0.016       23.018     0.058       23.343     0.057       23.466     0.25        24.438     0.691       0      0.0   
  17185   1.038     25.446   0.076     25.511    0.032      25.388      0.022        25.125      0.011        24.448      0.007        24.303      0.027        23.993       0.009         98.992       -99.0         23.829       0.006         23.722       0.005         23.624       0.004         23.558     0.095       23.405     0.019       23.102     0.062       23.445     0.059       23.919     0.37        23.352     0.247       0      0.0   
  17211   1.033     25.915   0.167     25.692    0.054      25.28       0.151        24.656      0.068        23.387      0.033        23.125      0.019        22.589       0.018         98.992       -99.0         22.249       0.009         21.847       0.006         21.474       0.005         20.806     0.009       20.752     0.002       19.962     0.003       20.063     0.002       20.334     0.016       20.331     0.017       0      0.0   
  17214   1.096     25.65    0.097     25.731    0.04       25.65       0.033        24.84       0.01         23.986      0.006        23.779      0.02         23.276       0.006         98.992       -99.0         23.008       0.004         22.713       0.002         22.421       0.002         21.918     0.016       21.918     0.004       21.416     0.013       21.67      0.012       22.018     0.064       22.176     0.083       0      0.02  
  17225   1.053     24.761   0.039     24.752    0.022      98.971      -99.0        24.608      0.037        24.14       0.036        23.968      0.039        23.589       0.04          98.992       -99.0         98.993       -99.0         23.495       0.02          23.421       0.021         98.997     -99.0       98.997     -99.0       23.006     0.065       23.308     0.063       24.386     1.336       24.177     1.023       0      0.0   
  17233   1.04      24.031   0.019     23.998    0.012      23.919      0.031        23.753      0.016        23.257      0.018        23.198      0.012        22.99        0.015         98.992       -99.0         22.919       0.008         22.804       0.007         22.775       0.008         22.597     0.026       22.559     0.006       22.232     0.02        22.541     0.021       22.525     0.094       23.366     0.228       0      0.01  
  17245   1.095     25.755   0.107     25.862    0.048      26.023      0.19         25.06       0.048        24.253      0.03         23.965      0.033        23.504       0.029         98.992       -99.0         23.178       0.012         22.773       0.008         22.392       0.007         21.777     0.019       21.716     0.005       21.035     0.008       21.22      0.007       21.559     0.036       21.632     0.043       0      0.0   
  17254   1.076     25.401   0.069     25.355    0.032      98.971      -99.0        25.059      0.045        24.413      0.039        24.319      0.057        23.836       0.043         98.992       -99.0         98.993       -99.0         23.51        0.017         23.379       0.017         98.997     -99.0       23.108     0.032       22.641     0.046       22.936     0.05        22.883     0.229       23.366     0.385       0      0.03  
  17265   1.0791    23.693   0.016     23.672    0.01       23.575      0.029        23.275      0.014        22.758      0.016        22.62       0.013        22.319       0.014         22.261       0.012         98.993       -99.0         22.02        0.006         21.919       0.006         98.997     -99.0       21.828     0.017       21.34      0.008       21.606     0.007       21.889     0.076       21.951     0.083       0      0.0   
  17376   1.038     23.256   0.01      23.266    0.008      23.201      0.027        22.771      0.012        22.141      0.011        22.036      0.009        21.73        0.01          98.992       -99.0         98.993       -99.0         21.437       0.004         21.331       0.005         21.102     0.009       21.052     0.004       20.689     0.004       20.983     0.004       21.287     0.034       21.332     0.039       0      0.0   
  17418   1.096     26.018   0.206     26.359    0.107      25.059      0.057        23.261      0.007        21.787      0.002        21.452      0.008        20.731       0.002         98.992       -99.0         20.219       0.001         19.85        0.001         19.469       0.0           18.883     0.002       18.902     0.0         18.404     0.001       18.683     0.001       19.13      0.005       19.541     0.008       0      0.03  
  17422   1.018     23.707   0.023     23.746    0.013      23.598      0.03         23.501      0.018        23.166      0.02         23.1        0.013        22.923       0.02          98.992       -99.0         22.872       0.011         22.711       0.008         22.794       0.01          22.923     0.059       22.693     0.01        22.487     0.039       22.74      0.033       22.83      0.206       22.689     0.204       0      0.0   
  17433   1.039     26.464   0.222     26.757    0.11       25.661      0.229        24.082      0.036        22.713      0.017        22.387      0.013        21.721       0.01          21.447       0.012         98.993       -99.0         20.943       0.003         20.568       0.003         20.049     0.003       20.049     0.001       19.624     0.001       19.908     0.001       20.327     0.014       20.762     0.023       0      0.03  
  17474   1.034     24.776   0.041     24.761    0.02       24.616      0.05         24.194      0.026        23.662      0.025        23.544      0.019        23.223       0.024         23.164       0.018         98.993       -99.0         23.032       0.009         22.949       0.01          22.819     0.031       22.733     0.022       22.449     0.02        22.692     0.018       23.009     0.197       23.475     0.317       0      0.0   
  17652   1.0392    23.076   0.009     23.091    0.007      23.013      0.029        22.936      0.012        22.541      0.014        22.503      0.011        22.322       0.014         22.31        0.012         98.993       -99.0         22.22        0.005         22.245       0.006         22.064     0.016       22.068     0.008       21.729     0.013       22.053     0.012       22.34      0.112       22.379     0.126       0      0.02  
  17843   1.0363    23.748   0.017     23.738    0.011      23.631      0.034        23.441      0.02         22.881      0.018        22.784      0.014        22.499       0.016         22.5         0.015         98.993       -99.0         22.338       0.006         22.292       0.007         22.204     0.027       22.192     0.013       21.863     0.011       22.229     0.01        22.566     0.113       22.933     0.171       0      0.0   
  18048   1.097     98.967   -99.0     28.475    0.388      28.11       1.477        25.184      0.066        23.739      0.042        23.444      0.016        22.818       0.018         98.992       -99.0         22.376       0.008         22.012       0.005         21.65        0.004         21.054     0.006       21.156     0.002       20.673     0.006       20.915     0.007       21.374     0.042       21.638     0.059       0      0.03  
  18130   1.094     29.856   4.796     27.771    0.216      26.155      0.175        24.929      0.046        23.569      0.026        23.223      0.025        22.702       0.016         22.368       0.034         98.993       -99.0         21.954       0.01          21.658       0.009         98.997     -99.0       98.997     -99.0       20.921     0.006       21.245     0.006       21.542     0.065       22.013     0.11        0      0.07  
  18132   1.039     24.456   0.031     24.434    0.017      24.359      0.05         23.683      0.02         22.89       0.016        22.725      0.012        22.376       0.014         22.293       0.016         98.993       -99.0         21.868       0.005         21.715       0.005         21.367     0.009       21.321     0.003       20.829     0.006       21.07      0.005       21.318     0.04        21.212     0.039       0      0.03  
  18146   1.041     25.614   0.09      25.577    0.034      25.222      0.084        24.896      0.037        24.643      0.051        24.51       0.035        24.287       0.041         98.992       -99.0         24.174       0.023         24.103       0.024         23.973       0.026         23.73      0.093       23.66      0.022       23.55      0.082       23.601     0.056       24.174     0.519       24.797     0.973       0      0.0   
  18160   1.095     24.896   0.065     24.907    0.028      24.581      0.021        23.646      0.006        22.63       0.003        22.376      0.01         21.793       0.003         98.992       -99.0         21.432       0.004         21.042       0.003         20.663       0.003         19.995     0.006       20.01      0.002       19.435     0.002       19.649     0.002       20.036     0.011       20.188     0.015       0      0.02  
  18326   1.094     23.787   0.024     23.807    0.013      23.705      0.045        23.185      0.018        22.415      0.011        22.257      0.012        21.827       0.013         98.992       -99.0         21.594       0.005         21.39        0.005         21.14        0.004         20.754     0.012       20.737     0.004       20.288     0.005       20.526     0.006       20.91      0.032       20.969     0.037       0      0.0   
  18375   1.02385   24.517   0.036     24.407    0.017      24.273      0.014        24.243      0.007        23.824      0.006        23.798      0.019        23.627       0.009         98.992       -99.0         23.575       0.014         23.58        0.014         23.661       0.018         23.791     0.117       23.509     0.026       23.47      0.095       23.851     0.088       23.986     0.444       23.604     0.355       0      0.0   
  18380   1.087     24.931   0.045     24.864    0.021      24.769      0.062        24.45       0.03         23.76       0.028        23.604      0.018        23.209       0.022         98.992       -99.0         23.109       0.01          22.929       0.011         22.813       0.012         22.66      0.03        22.558     0.007       22.294     0.021       22.469     0.015       22.557     0.107       22.005     0.069       0      0.01  
  18405   1.036     25.09    0.053     25.034    0.023      25.057      0.049        24.823      0.03         24.279      0.022        24.171      0.029        23.819       0.027         98.992       -99.0         23.812       0.015         23.699       0.013         23.622       0.015         23.571     0.076       23.435     0.021       23.115     0.056       23.478     0.057       23.53      0.249       23.785     0.362       0      0.0   
  18413   1.0401    24.878   0.042     24.836    0.02       24.749      0.052        24.687      0.025        24.213      0.028        24.179      0.026        23.991       0.027         98.992       -99.0         23.851       0.014         23.823       0.016         23.881       0.02          23.622     0.065       23.686     0.017       23.487     0.06        23.715     0.048       23.758     0.301       23.872     0.362       0      0.0   
  18443   1.031     24.818   0.044     24.789    0.021      24.7        0.056        24.523      0.027        23.948      0.037        23.889      0.017        23.545       0.026         98.992       -99.0         23.468       0.014         23.325       0.011         23.196       0.011         22.925     0.036       22.969     0.01        22.664     0.034       22.945     0.034       24.099     0.425       22.501     0.106       0      0.0   
  18572   1.041     25.092   0.063     25.032    0.025      24.904      0.064        24.71       0.037        24.303      0.039        24.27       0.032        23.937       0.036         23.882       0.031         98.993       -99.0         23.833       0.017         23.822       0.021         23.808     0.099       23.82      0.035       23.469     0.065       23.765     0.056       24.156     0.603       99.0       -99.0       0      0.0   
  18619   1.033     26.82    0.254     26.866    0.088      26.474      0.215        25.754      0.069        24.788      0.067        24.551      0.026        24.049       0.034         98.992       -99.0         23.794       0.014         23.48        0.012         23.227       0.011         22.767     0.029       22.812     0.008       22.405     0.028       22.64      0.026       22.873     0.141       22.818     0.147       0      0.01  
  18661   1.061     26.321   0.168     26.227    0.055      98.971      -99.0        25.106      0.076        24.081      0.031        23.852      0.024        23.297       0.042         98.992       -99.0         98.993       -99.0         22.589       0.009         22.253       0.008         21.649     0.015       21.651     0.005       21.074     0.009       21.266     0.009       21.86      0.065       21.794     0.072       0      0.03  
  18715   1.041     25.822   0.107     25.746    0.038      25.154      0.109        24.418      0.039        23.558      0.02         23.351      0.025        22.904       0.023         98.992       -99.0         22.518       0.009         22.176       0.006         21.832       0.006         21.331     0.011       21.376     0.003       20.959     0.008       21.245     0.007       21.524     0.041       22.156     0.083       0      0.11  
  18732   1.01375   25.685   0.102     25.602    0.035      25.613      0.055        25.119      0.02         24.294      0.012        24.17       0.021        23.817       0.014         98.992       -99.0         23.696       0.013         23.516       0.011         23.432       0.012         22.926     0.037       23.068     0.012       22.746     0.053       22.99      0.043       23.78      0.397       23.44      0.322       0      0.0   
  18767   1.078     27.901   0.797     27.844    0.224      27.474      0.342        25.722      0.058        24.437      0.035        24.223      0.035        23.624       0.023         23.384       0.02          98.993       -99.0         22.927       0.008         22.602       0.007         22.328     0.018       98.997     -99.0       21.426     0.01        21.673     0.009       22.31      0.135       23.003     0.274       0      0.04  
  18821   1.0637    24.46    0.038     24.519    0.018      24.452      0.045        23.623      0.017        22.699      0.014        22.507      0.014        22.092       0.011         21.991       0.011         98.993       -99.0         21.408       0.004         21.11        0.004         20.462     0.005       98.997     -99.0       19.777     0.002       19.942     0.002       20.168     0.021       19.967     0.018       0      0.0   
  18908   1.098     24.752   0.048     24.737    0.022      24.687      0.062        24.323      0.027        23.696      0.035        23.601      0.016        23.161       0.021         98.992       -99.0         23.015       0.011         22.873       0.009         22.715       0.009         22.37      0.025       22.441     0.007       22.088     0.031       22.342     0.028       22.587     0.146       23.238     0.29        0      0.0   
  18941   1.019     98.967   -99.0     29.243    0.485      28.395      1.205        25.666      0.07         24.272      0.029        23.895      0.02         23.37        0.021         98.992       -99.0         22.999       0.009         22.663       0.006         22.336       0.006         21.817     0.011       21.922     0.003       21.514     0.014       21.837     0.013       22.198     0.081       22.736     0.145       0      0.04  
  18946   1.068     26.089   0.133     25.869    0.037      25.747      0.104        25.364      0.047        24.724      0.05         24.568      0.043        24.196       0.039         24.023       0.031         98.993       -99.0         23.848       0.017         23.699       0.018         23.629     0.105       98.997     -99.0       23.16      0.036       23.492     0.035       23.698     0.38        24.526     0.838       0      0.0   
  19133   1.094     24.873   0.053     25.093    0.026      25.087      0.067        24.96       0.033        24.507      0.048        24.343      0.021        24.08        0.032         98.992       -99.0         24.058       0.016         23.959       0.016         23.841       0.017         23.663     0.068       23.628     0.017       23.482     0.104       23.686     0.092       23.982     0.493       23.456     0.343       0      0.0   
  19136   1.098     24.002   0.024     23.96     0.013      23.913      0.039        23.64       0.022        23.077      0.014        22.933      0.013        22.596       0.019         98.992       -99.0         22.478       0.008         22.29        0.007         22.122       0.007         21.809     0.02        21.82      0.006       21.455     0.013       21.728     0.011       22.026     0.067       22.05      0.076       0      0.0   
  19176   1.084     25.158   0.059     25.128    0.024      25.025      0.064        24.889      0.029        24.413      0.041        24.362      0.02         24.134       0.031         98.992       -99.0         23.963       0.018         23.749       0.014         23.666       0.015         23.405     0.055       23.451     0.015       23.133     0.066       23.18      0.05        23.869     0.392       23.731     0.369       0      0.0   
  19202   1.07612   25.966   0.133     25.836    0.041      25.696      0.108        25.609      0.069        24.716      0.035        24.628      0.045        24.326       0.054         98.992       -99.0         24.15        0.019         23.945       0.017         23.814       0.019         23.83      0.088       23.591     0.022       23.281     0.097       23.584     0.096       24.092     0.578       23.808     0.531       0      0.0   
  19422   1.021     24.88    0.06      24.805    0.022      24.772      0.082        23.988      0.028        23.1        0.02         22.933      0.018        22.494       0.015         22.393       0.015         98.993       -99.0         21.949       0.006         21.66        0.006         21.212     0.012       21.195     0.009       20.645     0.004       20.89      0.003       21.2       0.038       21.467     0.051       0      0.0   
  19508   1.014     27.524   0.571     29.534    0.954      27.335      0.652        26.376      0.165        24.888      0.096        24.457      0.046        23.899       0.037         23.712       0.054         98.993       -99.0         22.86        0.011         22.325       0.008         21.358     0.011       21.386     0.003       20.495     0.004       20.572     0.003       20.804     0.021       20.855     0.023       0      0.0   
  19633   1.038     24.171   0.027     24.145    0.015      24.176      0.043        23.588      0.016        22.878      0.012        22.763      0.013        22.437       0.014         98.992       -99.0         22.293       0.006         22.066       0.006         21.91        0.006         21.473     0.013       21.516     0.004       21.044     0.009       21.323     0.008       21.63      0.048       21.613     0.05        0      0.0   
  20066   1.035     23.885   0.021     23.84     0.012      23.713      0.043        23.679      0.022        23.312      0.026        23.256      0.019        23.063       0.023         23.028       0.021         98.993       -99.0         22.974       0.012         22.99        0.015         23.086     0.058       22.947     0.032       22.773     0.027       23.057     0.024       23.875     0.39        24.544     0.771       0      0.0   
  20168   1.038     23.277   0.012     23.269    0.009      23.204      0.023        22.868      0.009        22.276      0.008        22.187      0.011        21.942       0.01          98.992       -99.0         21.836       0.005         21.596       0.005         21.533       0.005         21.111     0.009       21.199     0.003       20.795     0.007       21.097     0.007       21.303     0.036       21.245     0.037       0      0.03  
  20261   1.005     24.642   0.04      24.624    0.02       24.505      0.05         24.218      0.022        23.516      0.019        23.439      0.022        23.052       0.018         23.006       0.027         98.993       -99.0         22.812       0.009         22.659       0.01          22.381     0.027       22.456     0.008       22.162     0.027       22.52      0.026       22.659     0.133       23.155     0.225       0      0.0   
  20344   1.098     24.243   0.027     24.266    0.016      24.131      0.04         23.801      0.018        23.306      0.023        23.165      0.016        22.766       0.016         22.702       0.017         98.993       -99.0         22.567       0.007         22.434       0.008         22.114     0.019       22.251     0.007       21.893     0.023       22.182     0.021       22.515     0.12        22.766     0.161       0      0.02  
  20539   1.029     24.506   0.052     24.486    0.022      24.285      0.034        24.042      0.022        23.432      0.023        23.327      0.021        23.038       0.02          22.964       0.018         98.993       -99.0         22.819       0.01          22.736       0.011         22.611     0.037       98.997     -99.0       22.288     0.022       22.596     0.018       22.789     0.206       22.99      0.268       0      0.0   
  20627   1.0861    24.515   0.036     24.39     0.018      24.351      0.048        24.107      0.025        23.602      0.018        23.411      0.028        23.151       0.025         98.992       -99.0         23.004       0.011         22.838       0.009         22.702       0.01          22.532     0.038       22.476     0.012       22.092     0.023       22.41      0.021       22.702     0.128       22.968     0.172       0      0.0   
  20639   1.017     25.19    0.06      25.188    0.029      25.024      0.086        24.006      0.022        23.041      0.013        22.819      0.015        22.43        0.014         22.295       0.018         22.088       0.005         21.726       0.005         21.428       0.004         20.737     0.006       20.838     0.002       20.268     0.005       20.551     0.004       20.863     0.025       20.913     0.028       0      0.02  
