# ID      zz                   CTIO_U             eCTIO_U            VIMOS_U            eVIMOS_U           ACS_F435W          eACS_F435W         ACS_F606W          eACS_F606W         ACS_F775W          eACS_F775W         ACS_F814W          eACS_F814W         ACS_F850LP         eACS_F850LP        WFC3_F098M   eWFC3_F098M   WFC3_F105W         eWFC3_F105W        WFC3_F125W         eWFC3_F125W        WFC3_F160W         eWFC3_F160W        ISAAC_KS           eISAAC_KS          HAWKI_KS           eHAWKI_KS          IRAC_CH1           eIRAC_CH1          IRAC_CH2           eIRAC_CH2          IRAC_CH3           eIRAC_CH3          IRAC_CH4           eIRAC_CH4          f24            ef24           f70            ef70           f100           ef100          f160           ef160          f250           ef250          flg1   flg2  
  23851   1.0493               3.30217435267E-7   1.61194993705E-8   3.46736850453E-7   7.98391103044E-9   3.53834356815E-7   2.02053961417E-8   4.01420918204E-7   1.18311145251E-8   5.89929345104E-7   2.39071802808E-8   6.3095734448E-7    2.55698603726E-8   7.96526079784E-7   3.15459881328E-8   7.90678628E-7 2.54884675105E-8 -99.0              -99.0              9.15377008362E-7   1.60187742498E-8   9.56753368618E-7   2.02676556071E-8   8.41007754069E-7   1.9132540146E-7    -99.0              -99.0              1.42955214004E-6   1.09283292851E-7   1.18467711758E-6   7.74700843351E-8   4.83503920592E-7   3.50024324435E-7   5.06290758346E-7   3.77711927136E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  23855   1.018                1.90897394112E-7   1.70548307662E-8   1.87758669892E-7   6.91728502998E-9   2.0758692705E-7    1.66339324176E-8   4.03273792976E-7   1.26285822478E-8   8.92072188725E-7   2.62921231825E-8   1.00832375776E-6   2.78610150424E-8   1.38547916757E-6   3.57300571924E-8   1.50660706619E-6 3.33032733274E-8 -99.0              -99.0              2.56566529703E-6   2.12675855996E-8   3.09029543251E-6   2.56164055051E-8   5.23359365187E-6   1.30148583036E-7   -99.0              -99.0              9.62941712972E-6   7.09521674787E-8   7.80548691466E-6   4.31347147518E-8   6.46844664172E-6   4.17036166737E-7   7.12524824752E-6   4.46256538843E-7   1.25718E-4     2.8843455E-5   9.0974441E-4   2.7109978E-4   -99.0          -99.0          0.003108813    9.0453682E-4   -99.0          -99.0          0      0.02  
  23882   1.07                 5.59757601495E-8   1.74773417406E-8   7.75532495759E-8   6.00005133459E-9   8.12830516164E-8   1.99139456115E-8   1.21562605524E-7   1.35475589779E-8   3.37287308659E-7   2.85800844262E-8   3.41035822653E-7   2.95259264533E-8   5.41501918953E-7   3.39144355024E-8   6.85488226453E-7 3.09365414444E-8 -99.0              -99.0              9.79941161096E-7   1.9856301604E-8    1.26240876147E-6   2.55798716397E-8   1.70922800523E-6   2.25118775332E-7   -99.0              -99.0              2.83400100551E-6   7.83063416258E-8   2.34855102406E-6   5.19142903501E-8   1.62480033523E-6   3.54669649737E-7   1.52756605824E-6   3.74246128766E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  23903   1.097                5.18561177686E-7   1.62388248306E-8   5.47015962894E-7   8.06112513145E-9   5.75439937337E-7   2.38499895893E-8   5.90472940407E-7   1.14207591993E-8   8.09095899178E-7   2.5336965325E-8    -99.0              -99.0              1.0120454111E-6    3.07602329367E-8   1.13553362784E-6 2.61466280406E-8 -99.0              -99.0              1.15451611692E-6   1.48868809625E-8   1.20892678521E-6   1.89288662002E-8   1.19563879999E-6   9.80089387575E-8   -99.0              -99.0              1.88625324535E-6   1.0945011683E-7    1.56891711261E-6   7.80314073617E-8   7.14496326076E-7   3.90896808846E-7   1.15771057412E-6   4.03057939026E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  23927   1.0401               2.74410041826E-7   1.76918692069E-8   3.277932453E-7     8.15153587429E-9   2.92415237784E-7   2.82790606344E-8   6.30376478829E-7   1.8579142184E-8    1.66264679689E-6   4.59406287533E-8   -99.0              -99.0              2.98950992781E-6   5.78222483592E-8   3.12464008581E-6 4.60463979683E-8 -99.0              -99.0              4.76869998102E-6   2.63528099742E-8   6.10379585559E-6   2.81090186955E-8   -99.0              -99.0              9.17064749115E-6   9.29112633074E-8   1.49004711179E-5   1.23514569629E-7   1.1492115972E-5    9.5261669727E-8    8.06863370364E-6   4.16163231385E-7   7.29793515214E-6   4.63793620671E-7   5.4727026E-5   8.0394772E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  23941   1.031                6.18301072752E-7   1.93621953302E-8   6.1206845887E-7    9.58351002315E-9   6.49830363484E-7   1.85539923784E-8   7.40627783668E-7   1.36428679531E-8   1.15984512119E-6   2.67064208623E-8   1.22123713017E-6   2.81200241093E-8   1.60398388251E-6   3.54557700218E-8   1.62629752101E-6 3.14553828007E-8 -99.0              -99.0              1.69668023235E-6   2.0315103175E-8    1.7635996339E-6    2.43650293621E-8   1.78978143941E-6   1.33524419612E-7   -99.0              -99.0              2.34855102406E-6   9.95023898377E-8   1.88451674172E-6   6.24853462606E-8   1.93731392458E-6   5.49574276105E-7   1.51495593204E-6   6.09757452501E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24066   1.0190000000000001   6.68651772198E-7   2.15547864429E-8   6.86752106149E-7   1.01203530381E-8   -99.0              -99.0              6.84226672766E-7   2.70984303554E-8   -99.0              -99.0              -99.0              -99.0              1.15027054779E-6   1.03824955997E-7   1.3097849624E-6 3.25716263581E-8 -99.0              -99.0              1.12927574421E-6   1.97619265582E-8   9.78137704323E-7   2.43242492062E-8   1.38165623117E-6   2.2524177774E-7    -99.0              -99.0              1.0675789451E-6    2.16320840083E-7   9.33254300797E-7   1.48703702916E-7   9.04482149048E-7   6.35623898972E-7   -99.0              -99.0              -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24130   1.04                 2.70395836411E-7   2.26629829654E-8   1.94625615936E-7   9.50061128975E-9   2.81838293126E-7   2.82945100441E-8   9.87188301068E-7   1.90939145546E-8   2.99502188375E-6   4.41362735534E-8   3.9228346254E-6    5.41959631843E-8   6.31538745374E-6   6.39835548329E-8   7.96526079784E-6 8.06990394096E-8 -99.0              -99.0              1.24623516049E-5   4.59130000464E-8   1.65653264932E-5   6.102891815E-8     2.66685866452E-5   1.47376056145E-7   -99.0              -99.0              3.68807717226E-5   1.35873784299E-7   2.9430659897E-5    1.08426558009E-7   2.05116217883E-5   4.91189447453E-7   1.48730487005E-5   4.79450443151E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  24144   1.064                2.7189423544E-7    1.80305168658E-8   2.95120922667E-7   7.33904320136E-9   2.91608379852E-7   2.36351494171E-8   3.87257644922E-7   1.74771961348E-8   6.55843169807E-7   4.34918795368E-8   -99.0              -99.0              1.00369093092E-6   5.08438430612E-8   1.05974164188E-6 4.68507898949E-8 -99.0              -99.0              1.28706357625E-6   2.96357340442E-8   1.43218789927E-6   3.6934626481E-8    1.5588344677E-6    1.2921656428E-7    -99.0              -99.0              1.87068214037E-6   1.2749918238E-7    1.59220872705E-6   9.2388141212E-8    1.3689891307E-6    4.84180064997E-7   8.90430443594E-7   4.82228646828E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24185   1.023                1.16198360387E-6   2.35449818963E-8   1.16198360387E-6   1.39129438478E-8   1.24279643844E-6   3.66290502756E-8   1.87758669892E-6   2.42104976049E-8   3.46098725485E-6   4.78153059604E-8   4.1304750199E-6    7.22818535794E-8   5.72268709223E-6   6.32494751541E-8   6.25172692776E-6 5.75805329173E-8 -99.0              -99.0              8.79022516831E-6   3.23843862986E-8   1.02801629813E-5   3.78735200547E-8   1.40216783371E-5   2.06631088113E-7   -99.0              -99.0              2.01187039515E-5   1.29710077865E-7   1.53038253218E-5   8.45720641241E-8   1.11378150013E-5   4.30848882083E-7   1.07745713146E-5   4.46568611262E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  24257   1.044                7.07294042405E-7   1.82403728461E-8   7.44731973906E-7   9.60292895179E-9   8.12830516164E-7   3.66835840211E-8   9.62055219186E-7   1.86077976532E-8   1.58343412391E-6   4.37519017136E-8   1.75873335414E-6   4.85955984454E-8   2.37903044588E-6   5.03968643723E-8   2.52348077248E-6 3.4863175255E-8 -99.0              -99.0              2.98400811593E-6   2.19869843364E-8   3.16519156723E-6   2.33219933413E-8   3.98107170553E-6   1.13667778905E-7   -99.0              -99.0              5.42000890402E-6   1.14816291698E-7   3.876144867E-6     7.85413498236E-8   3.23295753368E-6   3.81140982955E-7   2.57988293604E-6   3.96818719345E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24313   1.045                8.24897523935E-7   1.97537261154E-8   8.59013521505E-7   1.18677103758E-8   9.8446436398E-7    3.53622823177E-8   1.57470787729E-6   2.17553933044E-8   3.18273148217E-6   4.69024644214E-8   3.56122980943E-6   5.5760235769E-8    5.04428945952E-6   6.03975097141E-8   5.55136777435E-6 7.66949800977E-8 -99.0              -99.0              6.93745213942E-6   5.11170364147E-8   7.63484105183E-6   5.62555878186E-8   9.03649473722E-6   1.83104223059E-7   -99.0              -99.0              8.55854621221E-6   1.18240685556E-7   5.27715681765E-6   8.26274978276E-8   1.6173350558E-6    4.23052260608E-7   -99.0              -99.0              -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  24316   1.052                1.07844996329E-6   2.38389389666E-8   1.09144033645E-6   1.30682980927E-8   1.36144468247E-6   4.26338543386E-8   2.01372424986E-6   2.41112114835E-8   3.73938343643E-6   5.51055907694E-8   4.57930953152E-6   6.32654991809E-8   6.21155020832E-6   6.86525899875E-8   6.69267906936E-6 1.0479114879E-7 -99.0              -99.0              9.34114255736E-6   6.88280819332E-8   1.10458718399E-5   7.12153675454E-8   1.37911346902E-5   2.66744193687E-7   -99.0              -99.0              2.04550243111E-5   1.31878415356E-7   1.56170859327E-5   1.00687073941E-7   1.18904967899E-5   5.03771404082E-7   1.01859138805E-5   5.06604962733E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24336   1.008                7.10558763369E-8   1.79973421785E-8   6.85488226453E-8   6.12417249001E-9   9.93573500587E-8   1.76617197412E-8   1.51635190079E-7   1.07539101901E-8   3.54813389234E-7   2.35292550003E-8   3.70510056302E-7   2.66176850923E-8   4.9888448746E-7    2.8488354802E-8    6.00896950483E-7 4.0955044274E-8 -99.0              -99.0              8.61390345772E-7   2.69745741442E-8   9.78137704323E-7   3.24323322749E-8   8.51922326429E-7   1.45160150043E-7   -99.0              -99.0              1.33045441798E-6   1.23764774194E-7   1.02991171934E-6   8.44239536451E-8   -99.0              -99.0              2.00631906479E-7   4.37949491112E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24348   1.037                2.21207577646E-8   2.12296776047E-8   1.93196831702E-8   5.46278433679E-9   1.05099342719E-7   4.08496303549E-8   5.86138164514E-7   2.64528068009E-8   2.16770410482E-6   5.98958778934E-8   2.98675775503E-6   1.12787127683E-7   5.17606831951E-6   7.6277361618E-8    6.38557485079E-6 7.05759814158E-8 -99.0              -99.0              1.07646521363E-5   3.96584440645E-8   1.54881661891E-5   5.70605129358E-8   2.52813347983E-5   1.3970981913E-7    -99.0              -99.0              3.96278034255E-5   1.45994223097E-7   3.03109815358E-5   8.37523370861E-8   2.07014134879E-5   4.1946754169E-7    1.46824996783E-5   4.46261704511E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  24354   1.012                1.90721652059E-7   2.07280137149E-8   2.14980961039E-7   8.91021521098E-9   2.99778167158E-7   3.09238603029E-8   7.63484105183E-7   1.96894557365E-8   1.67032122582E-6   4.30758356568E-8   1.99710086603E-6   6.25395276932E-8   3.10170149948E-6   5.42786804307E-8   3.59418146315E-6 5.29658154148E-8 -99.0              -99.0              5.81835211048E-6   3.21534020049E-8   7.95060175084E-6   4.39366489724E-8   1.24050923004E-5   1.82808195892E-7   -99.0              -99.0              2.16770410482E-5   1.7968763368E-7    1.72504329725E-5   1.27105887392E-7   1.18576874817E-5   5.46066688654E-7   1.18140825192E-5   5.44058605923E-7   1.5084618E-4   1.0991653E-5   0.0021301662   3.0851614E-4   0.0026254323   3.9312354E-4   0.0066065825   9.5407909E-4   -99.0          -99.0          0      0.0   
  24355   1.0428               9.2299638484E-7    2.38031104262E-8   9.68277856261E-7   1.33772529462E-8   1.25198752062E-6   3.45936936193E-8   1.5588344677E-6    1.72288752374E-8   2.59417936212E-6   3.82292398577E-8   2.93764965196E-6   4.32908051011E-8   3.70851465876E-6   5.12350234224E-8   4.16102188517E-6 9.964351243E-8 -99.0              -99.0              4.97049910576E-6   5.95139851575E-8   5.51061411139E-6   7.61319474368E-8   4.86631256073E-6   1.70317501155E-7   -99.0              -99.0              1.17165567391E-5   2.1582695111E-7    6.92468464323E-6   1.53068886079E-7   4.10393052461E-6   7.030539041E-7     2.83922623942E-6   7.26976673617E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  24372   1.038                7.28450423292E-8   2.88498882733E-8   5.79695594654E-8   1.01444681039E-8   1.29419584145E-7   5.63815253027E-8   7.32487132665E-7   3.64308613737E-8   2.72897778281E-6   8.04314055911E-8   3.53183169792E-6   1.10599865053E-7   6.00896950483E-6   9.96203779638E-8   7.25103497617E-6 9.34983002515E-8 -99.0              -99.0              1.27408968592E-5   5.86739983587E-8   1.81134009262E-5   8.34152939122E-8   2.67423765709E-5   2.46306390573E-7   -99.0              -99.0              4.46683592151E-5   1.64564316891E-7   3.49301137564E-5   9.65154710784E-8   2.51883662784E-5   4.8718619636E-7    1.8879913491E-5    5.04282245391E-7   3.7669151E-5   8.5250832E-6   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24389   1.04419              4.58775270547E-7   1.73244532235E-8   4.48745389933E-7   7.85288578511E-9   4.70760483257E-7   2.29800807077E-8   5.30151506678E-7   1.17189019805E-8   8.03156169923E-7   2.51509617693E-8   7.97994687268E-7   4.85086977195E-8   1.0814339513E-6    3.08771618219E-8   1.09345269673E-6 2.51776787939E-8 -99.0              -99.0              1.24165230759E-6   1.60104565272E-8   1.30376704714E-6   1.92130212319E-8   1.5588344677E-6    1.0624473063E-7    -99.0              -99.0              1.98061470897E-6   1.16749667938E-7   1.53603106839E-6   7.92252661858E-8   1.18795502794E-6   3.82951455388E-7   2.61095868659E-7   3.96548522128E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24408   1.002                1.59220872705E-8   1.83456451835E-8   -99.0              -99.0              4.22279501306E-8   2.21692262531E-8   1.25083492837E-7   1.3709532373E-8    4.53314906146E-7   2.96438105272E-8   4.77749234659E-7   4.22422374111E-8   9.07820530178E-7   3.67898787503E-8   1.05196187382E-6 3.58490295901E-8 -99.0              -99.0              1.61882536264E-6   2.38558921484E-8   2.12617985986E-6   2.93742603021E-8   2.59896242111E-6   1.29261573967E-7   -99.0              -99.0              3.47696244618E-6   1.18488828083E-7   2.64728074002E-6   8.29000126975E-8   1.62929603264E-6   3.91666283813E-7   1.48593564229E-6   4.13316385697E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24497   1.031                3.94820778038E-5   0.0                4.12287340723E-5   7.59461347823E-8   3.53834356815E-5   1.30357394463E-7   3.85833559905E-5   7.10731682732E-8   4.60044666393E-5   1.27115038914E-7   4.11528578436E-5   1.51612731207E-7   5.56672798151E-5   1.53814378404E-7   5.30151506678E-5 1.46486274757E-7 -99.0              -99.0              6.32703154866E-5   5.82741141074E-8   6.31538745374E-5   1.1633373606E-7    9.57634976969E-5   1.764028818E-7     -99.0              -99.0              2.03610420113E-4   1.87532127252E-7   2.84446110745E-4   0.0                4.41367143463E-4   4.06514162031E-7   6.2979614793E-4    5.80063688739E-7   0.0023786986   4.2625416E-5   0.0068078869   3.9645135E-4   0.010222134    6.0097666E-4   0.016395794    0.0022528247   -99.0          -99.0          0      0.64  
  24511   1.037                5.45004389342E-7   2.15846064993E-8   5.65978586243E-7   1.04257108451E-8   5.57699172376E-7   3.23605749773E-8   8.74178256401E-7   1.93235502894E-8   1.62929603264E-6   3.75159275683E-8   1.8603728806E-6    4.45501353676E-8   2.62542731899E-6   5.07802663826E-8   2.78483840781E-6 3.59090334636E-8 -99.0              -99.0              3.68468189148E-6   2.37560220681E-8   4.24619563946E-6   2.73762349878E-8   5.43000213066E-6   2.80068139926E-7   -99.0              -99.0              9.03649473722E-6   1.33166707679E-7   7.24435960075E-6   8.67399230099E-8   6.33286164452E-6   4.31625803433E-7   5.95387894128E-6   4.49665462978E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24720   1.071                5.00264862421E-7   1.70481557384E-8   4.83949449302E-7   8.9146783018E-9    5.43500565129E-7   1.75203881902E-8   6.62521535903E-7   1.22040976989E-8   9.57634976969E-7   2.2932374634E-8    1.05293121284E-6   3.00633500616E-8   1.41775112312E-6   3.00333319354E-8   1.53320419903E-6 2.68305318124E-8 -99.0              -99.0              1.67032122582E-6   1.53842270203E-8   2.06823555593E-6   1.90491534396E-8   1.96607463388E-6   1.70217235803E-7   -99.0              -99.0              1.8655203891E-6    1.18556336506E-7   8.87156012038E-7   8.17100883391E-8   -99.0              -99.0              -99.0              -99.0              -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.02  
  24779   1.037                3.624098559E-7     1.90261333239E-8   3.56451133426E-7   9.19250154153E-9   5.19995996534E-7   4.54987311413E-8   1.48320096718E-6   2.86876500704E-8   3.79489706208E-6   6.64093578748E-8   4.58352917438E-6   9.28749003621E-8   7.75532495759E-6   8.57150190656E-8   8.97015608415E-6 7.43563716523E-8 -99.0              -99.0              1.53179271589E-5   4.23249968781E-8   2.15179057034E-5   5.94561706861E-8   3.57766769936E-5   1.64757686245E-7   -99.0              -99.0              6.05898671139E-5   1.11610659842E-7   4.85735673288E-5   8.94758176358E-8   3.48016632215E-5   4.16695712915E-7   2.86813771267E-5   4.49080917645E-7   1.8175539E-4   4.6456308E-6   -99.0          -99.0          0.0015761811   3.5917266E-4   0.0049116406   6.2843448E-4   -99.0          -99.0          0      0.03  
  24785   1.091                4.40554863507E-7   1.78537050799E-8   4.44221935471E-7   8.59201397541E-9   4.84395388548E-7   2.58763891382E-8   4.88427378423E-7   1.25960307263E-8   7.11213513653E-7   2.62020741516E-8   7.19780372803E-7   3.71247644689E-8   9.54992586021E-7   3.07853236949E-8   1.08442619577E-6 2.59686293654E-8 -99.0              -99.0              1.12823612165E-6   1.66263019206E-8   1.22348880533E-6   2.02837470091E-8   1.40087698395E-6   1.18703495342E-7   -99.0              -99.0              1.89147236283E-6   1.13237177728E-7   1.43086941275E-6   7.90727659156E-8   5.81299567725E-7   3.60857367499E-7   5.65978586243E-7   3.84187444642E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24786   1.043                3.98474009718E-7   1.83504062944E-8   4.10393052461E-7   9.0716632787E-9    5.27715681765E-7   2.18719847191E-8   6.1206845887E-7    1.5784604744E-8    1.01391138574E-6   2.89492538059E-8   1.0577913225E-6    3.8970472491E-8    1.38165623117E-6   3.81765724983E-8   1.42429516497E-6 3.41074324749E-8 -99.0              -99.0              1.62779608639E-6   2.24888340178E-8   1.89321527578E-6   2.6155735631E-8    1.91778536448E-6   2.36690309962E-7   -99.0              -99.0              7.48169500511E-6   1.24036123602E-7   1.0120454111E-5    8.38915443729E-8   1.22236244928E-5   4.05301471768E-7   2.54448561515E-5   4.21840414568E-7   1.1569756E-4   2.4742782E-5   -99.0          -99.0          0.0010507874   3.1201012E-4   -99.0          -99.0          -99.0          -99.0          0      0.0   
  24814   1.021                6.63743070402E-7   1.71172388742E-8   6.52829844159E-7   9.6204561115E-9    6.73596776223E-7   2.04733834222E-8   8.44111855593E-7   1.32167477535E-8   1.32068729515E-6   2.55443569778E-8   1.38547916757E-6   3.44539837212E-8   1.69355770869E-6   3.11964858733E-8   1.93018972763E-6 2.6666556561E-8 -99.0              -99.0              2.33991456106E-6   1.72411276389E-8   2.33130985742E-6   1.93249415694E-8   3.0171715226E-6    1.77850730776E-7   -99.0              -99.0              4.32912374503E-6   1.07656298651E-7   3.27491475556E-6   6.93750830521E-8   3.11028366869E-6   3.43761254904E-7   1.6611161476E-6    3.62596849268E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.01  
  24851   1.0401               1.38803366657E-7   2.16054036535E-8   1.51495593204E-7   6.83709729349E-9   1.30857916125E-7   1.57887219172E-8   2.06823555593E-7   1.06675259262E-8   4.19179465933E-7   2.00760849025E-8   4.3732066517E-7    2.61811691564E-8   5.31128981855E-7   2.54377692624E-8   6.3095734448E-7 1.74339957086E-8 -99.0              -99.0              8.81454704447E-7   1.13658969906E-8   9.79039017448E-7   1.35259238822E-8   1.20448112857E-6   2.5626403493E-7    -99.0              -99.0              2.34422881532E-6   1.66251818801E-7   1.7799180204E-6    1.09837460374E-7   1.40604752413E-6   4.75271469344E-7   1.49554677274E-6   5.35827848466E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.16  
  24862   1.016                6.13196969716E-9   1.7626636508E-8    2.28244331217E-9   7.37875000449E-9   1.17165567391E-8   1.94783823376E-8   1.18576874817E-7   1.39793072295E-8   3.67790070422E-7   2.67610266988E-8   6.32703154867E-7   3.1468021618E-8    8.16582371359E-7   3.45966072771E-8   9.76337566583E-7 2.51787236573E-8 -99.0              -99.0              1.76685129845E-6   1.62733018454E-8   2.63511758986E-6   1.94162639383E-8   4.99804313578E-6   3.82079531337E-7   -99.0              -99.0              9.2299638484E-6    1.19015552131E-7   7.59276572647E-6   7.6925152376E-8    5.83982724619E-6   3.71128896892E-7   4.60892880981E-6   3.99028149032E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  24943   1.021                4.69461519383E-7   1.94575517328E-8   4.52480637856E-7   9.58525157867E-9   5.34072234094E-7   3.59086055323E-8   1.07944370998E-6   2.68435187496E-8   2.44343055269E-6   4.95106195443E-8   2.8549598169E-6    7.09969094873E-8   4.25010833176E-6   6.65464054006E-8   4.56246977077E-6 5.46284693833E-8 -99.0              -99.0              6.45654229035E-6   3.56801712721E-8   7.83429642766E-6   4.32939220042E-8   1.01484566282E-5   4.20618329081E-7   -99.0              -99.0              1.7186996954E-5    1.26638473535E-7   1.32312233311E-5   8.53048492922E-8   9.95405417352E-6   4.12561021586E-7   9.7543874044E-6    4.40222017762E-7   7.6139938E-5   1.0914573E-5   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  25028   1.057                2.98126100817E-7   1.94954843223E-8   2.96756335807E-7   8.74632595304E-9   3.624098559E-7     2.3365426889E-8    5.08627690306E-7   1.68646829412E-8   1.00184376572E-6   3.13728950783E-8   1.08542544931E-6   4.99856891826E-8   1.55453319406E-6   4.15215615268E-8   1.72822387295E-6 3.34268132286E-8 -99.0              -99.0              2.04361932108E-6   2.07046724917E-8   2.26777519157E-6   2.50643776817E-8   2.12617985986E-6   2.58493490658E-7   -99.0              -99.0              3.20331760085E-6   1.53418956202E-7   2.50264932573E-6   1.0603115976E-7    1.35020589566E-6   4.62613838412E-7   1.62779608639E-6   4.99252115195E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  25037   1.046                3.04789498963E-7   1.88083406826E-8   3.08460813776E-7   8.23898435024E-9   3.60080829173E-7   2.71950293845E-8   6.16027358327E-7   1.81562292757E-8   1.30256678614E-6   3.95903754099E-8   1.47638627775E-6   4.35136644436E-8   2.01557981283E-6   5.38361107567E-8   2.30144181741E-6 5.511236246E-8 -99.0              -99.0              3.41035822653E-6   3.45516160624E-8   4.18793565118E-6   4.24295440836E-8   6.23447661105E-6   2.00975780701E-7   -99.0              -99.0              1.267068225E-5     7.00207777605E-8   1.11275614173E-5   4.09954512654E-8   9.24698173938E-6   4.25839246166E-7   9.74540741766E-6   4.48792596901E-7   1.0444383E-4   5.972183E-6    -99.0          -99.0          0.0021107923   4.6578764E-4   -99.0          -99.0          -99.0          -99.0          0      0.0   
  25060   1.041                2.64728074002E-8   2.21391798616E-8   1.40604752413E-8   7.34274994872E-9   6.25748763354E-8   3.58480935885E-8   5.89386250241E-7   2.49708606863E-8   2.35721936365E-6   5.64480609437E-8   3.22403687192E-6   5.93889539243E-8   5.63897280335E-6   8.30989741875E-8   7.14496326076E-6 5.92267892191E-8 -99.0              -99.0              1.16734707649E-5   3.22549917202E-8   1.61287236217E-5   4.45653102964E-8   2.32701937885E-5   1.71461124251E-7   -99.0              -99.0              3.70510056302E-5   6.82504745956E-8   2.96210193605E-5   2.72819670475E-8   1.98426649848E-5   3.83791166635E-7   1.2930043918E-5    3.9299734818E-7    -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.03  
  25120   1.072                2.93764965196E-7   1.8398592168E-8    2.94577790234E-7   7.59685279942E-9   3.28095293113E-7   2.93121324429E-8   6.70501880163E-7   1.97617617163E-8   1.51356124844E-6   4.46093256702E-8   1.87240589599E-6   4.4838288603E-8    2.76184944208E-6   5.85064188606E-8   2.83400100551E-6 6.52552846882E-8 -99.0              -99.0              4.45861527948E-6   4.10653643117E-8   5.68067574107E-6   5.23209571181E-8   9.29822390585E-6   2.05535536867E-7   -99.0              -99.0              1.77010895832E-5   8.15165300079E-8   1.6054618868E-5    5.91474017267E-8   1.29538838897E-5   3.81790975244E-7   1.45478897122E-5   3.88573946235E-7   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
  25137   1.018                5.79161921083E-7   2.29373972218E-8   5.69639373341E-7   1.10178022873E-8   7.46792589931E-7   3.9205819461E-8    1.05002587211E-6   2.80461774764E-8   2.08161304092E-6   5.17653844999E-8   2.41434872971E-6   1.06737473171E-7   3.29003107525E-6   6.66650732823E-8   3.27491475556E-6 5.7309851217E-8 -99.0              -99.0              4.34110209707E-6   3.59847251132E-8   4.82169793901E-6   4.44094791891E-8   4.33311285212E-6   3.79139720263E-7   -99.0              -99.0              7.20443620415E-6   1.65888274071E-7   5.23841619028E-6   1.15794230694E-7   3.97008678112E-6   5.0826532279E-7    3.18859969339E-6   5.49183254689E-7   3.2990376E-5   1.0498339E-5   -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          -99.0          0      0.0   
