# ID      tau_v16   tau_v50   tau_v84   age_mw16   age_mw50   age_mw84   Mstar16   Mstar50   Mstar84   SFR16_7   SFR50_7   SFR84_7   SFR16_8   SFR50_8   SFR84_8   Av        Av_std             AGNFRAC_8_1000  
  24354   2.457     3.392     3.427     8.775      8.925      8.975      10.41     10.45     10.5      1.152     1.422     1.497     1.167     1.422     1.497     1.93875   0.0400858840491    5.76E-4         
  24355   1.402     2.952     2.952     7.975      8.225      8.225      9.537     9.697     9.697     1.057     1.262     1.262     1.202     1.267     1.267     0.9225    0.0186266636841    1.485E-4        
  24372   2.117     2.117     2.117     9.325      9.325      9.325      10.88     10.89     10.89     -0.648    -0.643    -0.638    -0.633    -0.628    -0.623    0.375     0.00708041488897   0.009529        
  24389   0.077     0.077     0.077     9.225      9.225      9.225      9.312     9.312     9.312     -0.033    -0.033    -0.033    -0.028    -0.028    -0.028    0.0525    0.00150332963784   0.0             
  24408   0.867     3.912     3.912     9.375      9.375      9.425      9.712     9.727     9.872     -1.343    -1.323    -0.958    -1.333    -1.313    -0.948    0.55      0.0103531094363    0.1086          
  24497   4.187     4.187     4.187     8.625      8.625      8.625      10.96     10.96     10.98     2.172     2.172     2.197     2.177     2.177     2.202     0.9625    0.0187980025535    0.4595          
  24511   1.702     2.337     3.957     8.875      8.975      9.075      9.812     9.842     9.902     0.537     0.667     0.752     0.362     0.582     0.757     0.3125    0.012025581067     0.03193         
  24720   0.582     4.037     4.037     8.675      8.875      8.875      9.282     9.302     9.312     0.257     0.267     0.477     0.262     0.272     0.437     0.18      0.00481994553911   0.0             
  24779   2.022     2.867     2.867     8.925      9.075      9.175      10.93     11.06     11.1      1.467     1.797     1.807     1.477     1.797     1.812     1.935     0.0386418228737    0.002008        
  24785   0.472     0.472     0.472     8.425      8.425      8.425      8.942     8.942     8.952     0.307     0.307     0.317     0.312     0.312     0.322     0.1075    0.00462043288015   0.0             
  24786   0.937     0.947     0.947     8.275      8.275      8.425      9.017     9.027     9.097     0.567     0.577     0.587     0.577     0.587     0.597     0.52      0.0117802122222    0.219           
  24814   0.572     0.572     0.572     9.125      9.125      9.125      9.537     9.547     9.557     -0.028    -0.018    -0.008    0.587     0.597     0.607     0.075     0.00289134916605   0.02368         
  24851   1.047     1.277     2.037     8.925      9.075      9.175      9.157     9.217     9.262     -0.278    -0.123    0.032     -0.278    -0.108    0.032     0.275     0.00851648254856   0.06314         
  24862   3.337     3.337     3.337     9.475      9.475      9.475      10.51     10.52     10.53     -0.763    -0.758    -0.748    -0.748    -0.743    -0.733    1.455     0.0270637562064    1.282E-4        
  24943   1.527     2.392     3.342     8.725      8.775      9.175      10.24     10.27     10.3      0.162     1.227     1.422     0.167     1.237     1.422     1.465     0.0276298185843    0.006534        
  25028   0.647     0.647     1.207     8.675      9.175      9.175      9.457     9.522     9.532     -0.653    -0.643    0.562     -0.643    -0.633    0.567     0.6175    0.0137755798426    0.0342          
  25037   2.492     2.492     3.007     8.625      9.275      9.275      10.09     10.25     10.26     -0.043    -0.033    1.277     1.347     1.572     1.587     1.745     0.0322307523958    0.01327         
  25060   3.197     3.197     3.197     9.325      9.325      9.325      10.84     10.84     10.85     -0.243    -0.238    -0.233    -0.233    -0.228    -0.223    0.76      0.0143715160996    0.0             
  25120   2.552     2.942     3.762     8.525      8.575      8.675      10.26     10.3      10.33     1.362     1.527     1.557     1.392     1.547     1.582     2.0625    0.0418997613358    0.00305         
  25137   1.197     1.222     2.017     8.175      8.575      8.575      9.672     9.727     9.767     0.927     0.937     1.292     0.942     0.952     1.307     0.8125    0.0166912394687    0.004447        
  25206   1.637     1.637     1.637     9.425      9.425      9.425      11.56     11.57     11.57     1.042     1.052     1.057     1.047     1.057     1.062     1.2075    0.0226793579054    0.001277        
  25211   0.332     0.332     0.332     8.925      8.925      8.925      9.157     9.162     9.162     0.007     0.012     0.012     0.017     0.022     0.022     0.1325    0.00351914762407   0.0             
  25246   0.332     0.332     1.087     9.225      9.225      9.475      10.43     10.44     10.61     0.592     0.597     0.762     0.597     0.602     0.767     0.1825    0.00435204262387   0.0             
  25248   0.867     0.867     1.007     8.575      8.775      8.775      9.237     9.242     9.252     0.282     0.292     0.477     0.287     0.297     0.482     0.6475    0.0146693251379    0.03548         
  25250   3.562     3.562     3.562     9.175      9.175      9.175      11.01     11.01     11.01     -0.408    -0.408    -0.408    -0.393    -0.393    -0.393    1.7925    0.0330119201956    0.0             
  25270   0.807     1.487     2.067     8.675      8.725      8.875      9.577     9.602     9.672     0.067     0.582     0.707     0.347     0.597     0.712     0.6775    0.0165876301803    0.009733        
  25295   2.707     3.517     3.562     8.625      8.825      9.025      10.86     10.91     11.03     1.682     1.707     2.077     1.697     1.717     2.087     2.53      0.0499278326688    2.412E-4        
  25341   0.242     2.472     2.472     8.475      8.475      8.775      9.032     9.047     9.167     -0.038    0.357     0.372     -0.023    0.367     0.382     0.39      0.00975076920043   0.1208          
  25373   1.032     1.222     1.852     8.425      8.625      8.825      9.437     9.487     9.537     0.457     0.657     0.832     0.572     0.682     0.852     0.83      0.0184818147107    0.008511        
  25389   0.247     0.247     0.247     8.875      8.875      8.875      8.747     8.752     8.757     -0.313    -0.308    -0.303    -0.308    -0.303    -0.298    0.1225    0.00289110273079   0.1912          
  25406   1.277     1.277     1.277     8.875      8.875      8.875      9.447     9.457     9.462     -0.308    -0.298    -0.293    -0.308    -0.298    -0.293    0.5725    0.0109435871633    0.0             
  25465   2.362     2.362     2.362     9.225      9.225      9.225      11.09     11.1      11.1      0.437     0.452     0.452     0.452     0.467     0.467     1.64125   0.0304573882662    0.0             
  25489   4.522     4.522     4.522     9.125      9.125      9.125      10.94     10.95     10.96     0.222     0.232     0.237     0.237     0.247     0.252     1.70125   0.0315124876041    5.246E-4        
  25565   1.602     1.602     1.602     9.225      9.225      9.225      8.737     8.752     8.767     -1.778    -1.763    -1.748    -1.768    -1.753    -1.738    0.08      0.00205095099893   0.4768          
  25573   1.327     2.542     4.252     9.175      9.325      9.325      10.87     10.89     10.93     0.717     0.797     0.822     0.732     0.802     0.832     0.89      0.0176306062006    0.005631        
  25681   0.927     0.927     0.927     9.275      9.275      9.275      9.657     9.667     9.677     -1.103    -1.093    -1.083    -1.093    -1.083    -1.073    0.1075    0.0025             0.0453          
  25794   0.927     2.482     3.062     9.025      9.175      9.225      9.757     9.832     9.857     0.177     0.432     0.522     0.182     0.432     0.522     1.17      0.0241121629059    0.00336         
  26039   3.802     3.802     4.902     8.525      8.825      8.825      9.292     9.302     9.312     -0.393    0.012     0.027     -0.388    0.022     0.037     0.2825    0.00563910232218   0.07889         
  26092   1.292     2.477     4.082     8.675      8.775      8.775      10.27     10.32     10.39     0.982     1.052     1.507     0.987     1.052     1.507     1.3375    0.0275732093707    0.002643        
  26173   2.307     2.307     2.307     9.225      9.225      9.225      10.21     10.22     10.22     -0.138    -0.133    -0.118    -0.128    -0.123    -0.108    0.9575    0.0180186979274    0.01046         
  26185   1.917     2.587     4.272     8.725      8.775      9.225      10.18     10.23     10.36     0.632     1.017     1.252     0.647     1.022     1.267     1.945     0.038628037421     0.004816        
  26255   0.642     0.642     0.827     8.425      8.675      8.675      9.767     9.807     9.827     0.922     0.937     1.082     0.937     0.952     1.092     0.1875    0.00572079321423   0.01305         
  26300   2.007     3.027     4.672     8.925      9.125      9.275      10.19     10.36     10.47     -0.198    0.377     1.022     -0.193    0.382     1.027     2.1475    0.0396545946266    0.009429        
  26345   0.482     1.192     2.387     8.375      8.375      8.975      9.432     9.442     9.572     0.242     0.847     0.857     0.557     0.862     0.872     0.49      0.0123774502625    0.005516        
  26397   0.527     0.527     0.527     9.125      9.125      9.125      9.202     9.202     9.202     -0.198    -0.198    -0.198    -0.198    -0.198    -0.198    0.0625    0.00214126131054   0.0             
  26398   1.577     2.122     2.722     8.525      8.775      8.875      10.09     10.13     10.19     1.037     1.177     1.337     1.052     1.177     1.347     1.395     0.0304333185013    0.01145         
  26476   1.617     1.617     2.272     8.375      8.375      8.425      9.367     9.372     9.422     0.762     0.767     0.777     0.772     0.777     0.787     0.6275    0.0147304743644    0.02525         
  26491   0.382     0.382     0.382     8.425      8.425      8.425      8.942     8.942     8.942     0.367     0.367     0.367     0.372     0.372     0.372     0.2425    0.00531210645601   0.0             
  26535   1.327     1.327     1.327     9.325      9.325      9.325      10.91     10.91     10.91     -0.108    -0.103    -0.103    -0.093    -0.088    -0.088    0.79125   0.0147962360079    0.0             
  26600   1.557     1.557     1.557     8.575      8.575      8.575      9.007     9.012     9.017     0.247     0.252     0.257     0.257     0.262     0.267     0.68      0.0141704719399    0.008796        
  26605   0.352     0.352     0.352     8.725      8.725      8.725      8.957     8.962     8.972     0.022     0.027     0.037     0.022     0.027     0.037     0.0825    0.0029193321154    0.1641          
  26618   1.712     3.302     4.867     8.775      8.775      9.325      9.582     9.627     9.812     -0.848    -0.368    -0.118    -0.833    -0.358    -0.113    0.5025    0.0101795137408    0.1016          
  26647   0.862     1.457     1.787     8.675      8.725      8.775      9.367     9.422     9.447     0.362     0.482     0.537     0.367     0.492     0.542     0.19      0.00633470401834   0.03392         
  26722   3.092     4.487     4.487     9.325      9.375      9.375      10.35     10.35     10.37     0.787     0.792     0.802     0.792     0.792     0.802     1.67      0.0352313706092    0.0             
  26755   2.422     2.997     4.427     9.025      9.075      9.175      11.13     11.15     11.19     1.607     1.847     1.902     1.617     1.847     1.907     1.515     0.0311601103175    4.924E-4        
